fecha,tuits_negativos,indice,recoleccion_promedio,tipo_usuario,lugar,tuits_positivos
06/07/20,7514.00,1.72,2902.43,locales,PUE,12803.00
13/07/20,7154.00,1.81,2867.86,locales,PUE,12921.00
20/07/20,6753.00,1.78,2682.86,locales,PUE,12027.00
27/07/20,6821.00,1.75,2676.00,locales,PUE,11911.00
03/08/20,6763.00,1.66,2558.57,locales,PUE,11147.00
10/08/20,7008.00,1.70,2698.29,locales,PUE,11880.00
17/08/20,6669.00,1.66,2535.57,locales,PUE,11080.00
24/08/20,4832.00,1.75,2199.00,locales,PUE,8362.00
31/08/20,5750.00,1.90,2381.43,locales,PUE,10920.00
07/09/20,6748.00,1.71,2603.71,locales,PUE,11478.00
14/09/20,6737.00,1.74,2632.00,locales,PUE,11687.00
21/09/20,6490.00,1.81,2595.29,locales,PUE,11677.00
28/09/20,6414.00,1.71,2456.00,locales,PUE,10778.00
05/10/20,6585.00,1.75,2578.86,locales,PUE,11467.00
12/10/20,6389.00,1.74,2501.57,locales,PUE,11122.00
19/10/20,6547.00,1.82,2631.86,locales,PUE,11876.00
26/10/20,5788.00,1.86,2356.29,locales,PUE,10706.00
02/11/20,6484.00,1.70,2490.71,locales,PUE,10951.00
09/11/20,5595.00,1.81,2230.43,locales,PUE,10018.00
16/11/20,5767.00,1.83,2319.71,locales,PUE,10471.00
23/11/20,6085.00,1.87,2485.00,locales,PUE,11310.00
30/11/20,5694.00,1.94,2390.43,locales,PUE,11039.00
07/12/20,5511.00,1.86,2248.86,locales,PUE,10231.00
14/12/20,4336.00,1.80,2028.33,locales,PUE,7834.00
21/12/20,4866.00,1.96,2039.86,locales,PUE,9413.00
28/12/20,5302.00,1.80,2103.00,locales,PUE,9419.00
04/01/21,5892.00,1.74,2300.43,locales,PUE,10211.00
11/01/21,5756.00,1.70,2215.86,locales,PUE,9755.00
18/01/21,6093.00,1.67,2316.71,locales,PUE,10124.00
25/01/21,5638.00,1.79,2238.43,locales,PUE,10031.00
01/02/21,4430.00,1.70,2386.80,locales,PUE,7504.00
